0,0,1759901939.6355786
1,0,1759901940.1762748
2,0,1759901940.7316985
3,0,1759901941.296073
4,0,1759901941.8463054
0,5,1759901942.3983183
1,5,1759901942.9814904
2,5,1759901943.5207417
3,5,1759901944.071556
4,5,1759901944.6317587
0,10,1759901945.1812208
1,10,1759901945.7326114
2,10,1759901946.2772512
3,10,1759901946.8317373
4,10,1759901947.4053383
0,15,1759901947.9508042
1,15,1759901948.5138826
2,15,1759901949.0684822
3,15,1759901949.6205533
4,15,1759901950.687331
0,20,1759901951.2445898
1,20,1759901952.2976968
2,20,1759901952.855176
3,20,1759901953.4167671
4,20,1759901953.9692276
0,25,1759901954.5306365
1,25,1759901955.097066
2,25,1759901955.6698523
3,25,1759901956.2472532
4,25,1759901957.3422825
0,30,1759901957.9231355
1,30,1759901958.512122
2,30,1759901959.0889528
3,30,1759901960.1787677
4,30,1759901960.762419
0,35,1759901961.3408265
1,35,1759901961.9355612
2,35,1759901962.5234056
3,35,1759901963.6098866
4,35,1759901964.2090218
0,40,1759901965.2982023
1,40,1759901966.4682624
2,40,1759901967.5942483
3,40,1759901968.1942923
4,40,1759901969.2941172
0,45,1759901969.9020207
1,45,1759901971.024733
2,45,1759901971.6419625
3,45,1759901972.7562237
4,45,1759901973.3921993
0,50,1759901974.0031347
1,50,1759901975.1414442
2,50,1759901975.7772734
3,50,1759901976.907279
4,50,1759901977.5849347
0,55,1759901978.7877574
1,55,1759901979.4511824
2,55,1759901980.1021614
3,55,1759901981.260911
4,55,1759901981.9314706
0,60,1759901983.0994895
1,60,1759901983.7889965
2,60,1759901984.4699135
3,60,1759901985.1630177
4,60,1759901986.3401926
