0,0,1759902166.742578
1,0,1759902167.3007002
2,0,1759902167.8427715
3,0,1759902168.3811717
4,0,1759902168.9173265
0,5,1759902169.4567165
1,5,1759902169.9872398
2,5,1759902170.545317
3,5,1759902171.0848796
4,5,1759902171.6134784
0,10,1759902172.1459785
1,10,1759902172.6798115
2,10,1759902173.20794
3,10,1759902173.7376275
4,10,1759902174.2707367
0,15,1759902174.799996
1,15,1759902175.3284774
2,15,1759902175.8588247
3,15,1759902176.39925
4,15,1759902176.9343553
0,20,1759902177.4815106
1,20,1759902178.0156748
2,20,1759902178.5463295
3,20,1759902179.1033819
4,20,1759902179.8455713
0,25,1759902180.3850398
1,25,1759902180.9264476
2,25,1759902181.4586158
3,25,1759902181.9894617
4,25,1759902182.5603852
0,30,1759902183.1096876
1,30,1759902183.6581528
2,30,1759902184.2103412
3,30,1759902184.7671335
4,30,1759902185.3036394
0,35,1759902185.8626425
1,35,1759902186.4130778
2,35,1759902186.9521756
3,35,1759902187.4982824
4,35,1759902188.043059
0,40,1759902188.5803092
1,40,1759902189.12176
2,40,1759902189.6642013
3,40,1759902190.2051175
4,40,1759902190.7498496
0,45,1759902191.2915695
1,45,1759902191.8450823
2,45,1759902192.3925252
3,45,1759902192.9427745
4,45,1759902193.4839292
0,50,1759902194.0152135
1,50,1759902194.5484211
2,50,1759902195.0876203
3,50,1759902195.6247323
4,50,1759902196.162038
0,55,1759902196.6986966
1,55,1759902197.2390413
2,55,1759902197.7892845
3,55,1759902198.3356142
4,55,1759902198.8913386
0,60,1759902199.4246411
1,60,1759902199.968309
2,60,1759902200.5098493
3,60,1759902201.059435
4,60,1759902201.5890908
