0,0,1759901939.8279035
1,0,1759901940.382558
2,0,1759901940.944777
3,0,1759901941.4985328
4,0,1759901942.0468574
0,5,1759901942.6287193
1,5,1759901943.1730502
2,5,1759901943.7200532
3,5,1759901944.2631266
4,5,1759901944.8332026
0,10,1759901945.379244
1,10,1759901945.9307137
2,10,1759901946.4814763
3,10,1759901947.055613
4,10,1759901947.602134
0,15,1759901948.1657088
1,15,1759901948.7197335
2,15,1759901949.2733872
3,15,1759901949.8380666
4,15,1759901950.8950548
0,20,1759901951.4470391
1,20,1759901952.5070646
2,20,1759901953.0676467
3,20,1759901953.6219387
4,20,1759901954.1818352
0,25,1759901954.7475579
1,25,1759901955.3223805
2,25,1759901955.8960054
3,25,1759901956.4919143
4,25,1759901957.5758715
0,30,1759901958.1622212
1,30,1759901958.7405305
2,30,1759901959.3222902
3,30,1759901960.4143925
4,30,1759901960.9904058
0,35,1759901961.584794
1,35,1759901962.17474
2,35,1759901962.762128
3,35,1759901963.8613324
4,35,1759901964.4493978
0,40,1759901965.6216567
1,40,1759901966.7387788
2,40,1759901967.843743
3,40,1759901968.4432411
4,40,1759901969.5505924
0,45,1759901970.1703095
1,45,1759901971.2881536
2,45,1759901971.9028897
3,45,1759901973.035734
4,45,1759901973.6553845
0,50,1759901974.288802
1,50,1759901975.427236
2,50,1759901976.0522606
3,50,1759901977.2300417
4,50,1759901977.9375558
0,55,1759901979.1035526
1,55,1759901979.7548878
2,55,1759901980.4087255
3,55,1759901981.577585
4,55,1759901982.2460277
0,60,1759901983.43691
1,60,1759901984.1206133
2,60,1759901984.814782
3,60,1759901985.492214
4,60,1759901986.6944606
